21-01-16,13899
20-01-16,13896
19-01-16,13921
18-01-16,13931
15-01-16,13886
14-01-16,13877
13-01-16,13861
12-01-16,13835
11-01-16,13935
8-01-16,13874
7-01-16,13946
6-01-16,13863
5-01-16,13931
4-01-16,13898
31-12-15,13795
30-12-15,13794
29-12-15,13658
28-12-15,13639
23-12-15,13644
22-12-15,13615
21-12-15,13872
18-12-15,14032
17-12-15,14028
16-12-15,14050
15-12-15,14065
14-12-15,14076
11-12-15,13937
10-12-15,13954
8-12-15,13853
7-12-15,13837
4-12-15,13833
3-12-15,13845
2-12-15,13757
1-12-15,13808
30-11-15,13840
27-11-15,13747
26-11-15,13733
25-11-15,13673
24-11-15,13723
23-11-15,13696
20-11-15,13739
19-11-15,13787
18-11-15,13763
17-11-15,13711
16-11-15,13732
13-11-15,13633
12-11-15,13575
11-11-15,13576
10-11-15,13619
9-11-15,13687
6-11-15,13550
5-11-15,13603
4-11-15,13461
3-11-15,13594
2-11-15,13682
30-10-15,13639
29-10-15,13562
28-10-15,13630
27-10-15,13626
26-10-15,13643
23-10-15,13491
22-10-15,13640
21-10-15,13696
20-10-15,13634
19-10-15,13563
16-10-15,13534
15-10-15,13288
13-10-15,13557
12-10-15,13466
9-10-15,13521
8-10-15,13809
7-10-15,14065
6-10-15,14382
5-10-15,14604
2-10-15,14709
1-10-15,14654
30-09-15,14657
29-09-15,14728
28-09-15,14696
25-09-15,14690
23-09-15,14623
22-09-15,14486
21-09-15,14451
18-09-15,14463
17-09-15,14452
16-09-15,14442
15-09-15,14371
14-09-15,14322
11-09-15,14306
10-09-15,14322
9-09-15,14244
8-09-15,14285
7-09-15,14234
4-09-15,14178
3-09-15,14160
2-09-15,14127
1-09-15,14081
31-08-15,14027
28-08-15,14011
27-08-15,14128
26-08-15,14102
25-08-15,14067
24-08-15,13998
21-08-15,13895
20-08-15,13838
19-08-15,13824
18-08-15,13831
14-08-15,13763
13-08-15,13747
12-08-15,13758
11-08-15,13541
10-08-15,13536
7-08-15,13536
6-08-15,13529
5-08-15,13517
4-08-15,13495
3-08-15,13492
31-07-15,13481
30-07-15,13468
29-07-15,13444
28-07-15,13460
27-07-15,13453
24-07-15,13448
23-07-15,13394
22-07-15,13368
15-07-15,13329
14-07-15,13320
13-07-15,13309
10-07-15,13304
9-07-15,13347
8-07-15,13346
7-07-15,13313
6-07-15,13353
3-07-15,13316
2-07-15,13337
1-07-15,13331
30-06-15,13332
29-06-15,13356
26-06-15,13338
25-06-15,13323
24-06-15,13280
23-06-15,13316
22-06-15,13318
19-06-15,13324
18-06-15,13341
17-06-15,13367
16-06-15,13333
15-06-15,13333
12-06-15,13317
11-06-15,13292
10-06-15,13329
9-06-15,13362
8-06-15,13360
5-06-15,13288
4-06-15,13243
3-06-15,13196
1-06-15,13230
29-05-15,13211
28-05-15,13205
27-05-15,13229
26-05-15,13192
25-05-15,13186
22-05-15,13136
21-05-15,13150
20-05-15,13169
19-05-15,13183
18-05-15,13116
15-05-15,13090
13-05-15,13188
12-05-15,13203
11-05-15,13116
8-05-15,13177
7-05-15,13065
6-05-15,13040
5-05-15,12993
4-05-15,13021
30-04-15,12937
29-04-15,12964
28-04-15,12978
27-04-15,12922
24-04-15,12941
23-04-15,12939
22-04-15,12952
21-04-15,12942
20-04-15,12875
17-04-15,12863
16-04-15,12838
15-04-15,12976
14-04-15,12979
13-04-15,12945
10-04-15,12910
9-04-15,12973
8-04-15,13002
7-04-15,12982
6-04-15,12942
2-04-15,13000
1-04-15,13043
31-03-15,13084
30-03-15,13086
27-03-15,13064
26-03-15,13003
25-03-15,12932
24-03-15,12972
23-03-15,13076
20-03-15,13075
19-03-15,13008
18-03-15,13164
17-03-15,13209
16-03-15,13237
13-03-15,13191
12-03-15,13176
11-03-15,13164
10-03-15,13059
9-03-15,13047
6-03-15,12983
5-03-15,13022
4-03-15,12963
3-03-15,12962
2-03-15,12993
27-02-15,12863
26-02-15,12862
25-02-15,12887
24-02-15,12866
23-02-15,12813
20-02-15,12849
18-02-15,12804
17-02-15,12757
16-02-15,12742
13-02-15,12769
12-02-15,12794
11-02-15,12700
10-02-15,12644
9-02-15,12679
6-02-15,12613
5-02-15,12653
4-02-15,12609
3-02-15,12643
2-02-15,12700
30-01-15,12625
29-01-15,12515
28-01-15,12498
27-01-15,12493
26-01-15,12517
23-01-15,12444
22-01-15,12451
21-01-15,12557
20-01-15,12659
19-01-15,12612
16-01-15,12593
15-01-15,12617
14-01-15,12580
13-01-15,12608
12-01-15,12568
9-01-15,12640
8-01-15,12731
7-01-15,12732
6-01-15,12658
5-01-15,12589
2-01-15,12474
31-12-14,12440
30-12-14,12436
29-12-14,12434
24-12-14,12467
23-12-14,12456
22-12-14,12435
19-12-14,12500
18-12-14,12565
17-12-14,12720
16-12-14,12900
15-12-14,12599
12-12-14,12432
11-12-14,12336
10-12-14,12336
9-12-14,12347
8-12-14,12352
5-12-14,12296
4-12-14,12318
3-12-14,12295
2-12-14,12276
1-12-14,12264
28-11-14,12196
27-11-14,12179
26-11-14,12160
25-11-14,12166
24-11-14,12122
21-11-14,12161
20-11-14,12161
19-11-14,12124
18-11-14,12146
17-11-14,12193
14-11-14,12206
13-11-14,12191
12-11-14,12205
11-11-14,12163
10-11-14,12138
7-11-14,12149
6-11-14,12179
5-11-14,12092
4-11-14,12130
3-11-14,12105
31-10-14,12082
30-10-14,12165
29-10-14,12163
28-10-14,12158
27-10-14,12042
24-10-14,12065
23-10-14,12034
22-10-14,12026
21-10-14,11993
20-10-14,12041
17-10-14,12222
16-10-14,12207
15-10-14,12229
14-10-14,12195
13-10-14,12202
10-10-14,12207
9-10-14,12190
8-10-14,12241
7-10-14,12190
6-10-14,12212
3-10-14,12144
2-10-14,12136
1-10-14,12188
30-09-14,12212
29-09-14,12120
26-09-14,12007
25-09-14,11947
24-09-14,11976
23-09-14,11987
22-09-14,11972
19-09-14,11985
18-09-14,12030
17-09-14,11908
16-09-14,11903
15-09-14,11875
12-09-14,11831
11-09-14,11831
10-09-14,11782
9-09-14,11754
8-09-14,11722
5-09-14,11770
4-09-14,11760
3-09-14,11781
2-09-14,11734
1-09-14,11710
29-08-14,11717
28-08-14,11682
27-08-14,11708
26-08-14,11715
25-08-14,11714
22-08-14,11654
21-08-14,11717
20-08-14,11707
19-08-14,11682
18-08-14,11681
15-08-14,11693
14-08-14,11667
13-08-14,11683
12-08-14,11677
11-08-14,11728
8-08-14,11822
7-08-14,11766
6-08-14,11756
5-08-14,11733
4-08-14,11747
25-07-14,11591
24-07-14,11531
23-07-14,11498
22-07-14,11531
21-07-14,11577
18-07-14,11706
17-07-14,11668
16-07-14,11805
15-07-14,11709
14-07-14,11627
11-07-14,11627
10-07-14,11549
8-07-14,11695
7-07-14,11787
4-07-14,11887
3-07-14,11963
2-07-14,11854
1-07-14,11798
30-06-14,11969
27-06-14,12103
26-06-14,12091
25-06-14,12027
24-06-14,12000
23-06-14,11971
20-06-14,11967
19-06-14,11916
18-06-14,11978
17-06-14,11863
16-06-14,11814
13-06-14,11781
12-06-14,11813
11-06-14,11803
10-06-14,11806
9-06-14,11790
6-06-14,11823
5-06-14,11874
4-06-14,11810
3-06-14,11806
2-06-14,11740
30-05-14,11611
28-05-14,11613
26-05-14,11633
23-05-14,11560
22-05-14,11515
21-05-14,11507
20-05-14,11441
19-05-14,11351
16-05-14,11415
14-05-14,11487
13-05-14,11525
12-05-14,11536
9-05-14,11563
8-05-14,11624
7-05-14,11527
6-05-14,11511
5-05-14,11511
2-05-14,11537
30-04-14,11532
29-04-14,11589
28-04-14,11568
25-04-14,11601
24-04-14,11608
23-04-14,11590
22-04-14,11486
21-04-14,11430
17-04-14,11418
16-04-14,11438
15-04-14,11434
14-04-14,11444
11-04-14,11450
10-04-14,11342
8-04-14,11309
7-04-14,11282
4-04-14,11310
3-04-14,11310
2-04-14,11303
1-04-14,11271
28-03-14,11404
27-03-14,11438
26-03-14,11408
25-03-14,11357
24-03-14,11384
21-03-14,11431
20-03-14,11407
19-03-14,11313
18-03-14,11282
17-03-14,11272
14-03-14,11421
13-03-14,11387
12-03-14,11432
11-03-14,11384
10-03-14,11449
7-03-14,11395
6-03-14,11554
5-03-14,11580
4-03-14,11647
3-03-14,11596
28-02-14,11634
27-02-14,11675
26-02-14,11669
25-02-14,11620
24-02-14,11728
21-02-14,11792
20-02-14,11772
19-02-14,11850
18-02-14,11826
17-02-14,11716
14-02-14,11886
13-02-14,12073
12-02-14,12115
11-02-14,12174
10-02-14,12166
7-02-14,12176
6-02-14,12159
5-02-14,12172
4-02-14,12248
3-02-14,12251
30-01-14,12226
29-01-14,12154
28-01-14,12267
27-01-14,12198
24-01-14,12177
23-01-14,12173
22-01-14,12149
21-01-14,12122
20-01-14,12110
17-01-14,12127
16-01-14,12117
15-01-14,12077
13-01-14,12047
10-01-14,12197
9-01-14,12263
8-01-14,12229
7-01-14,12262
6-01-14,12230
3-01-14,12226
2-01-14,12242
31-12-13,12189
30-12-13,12270
27-12-13,12260
24-12-13,12215
23-12-13,12246
20-12-13,12245
19-12-13,12191
18-12-13,12151
17-12-13,12104
16-12-13,12105
13-12-13,12081
12-12-13,12025
11-12-13,12005
10-12-13,11985
9-12-13,11956
6-12-13,11960
5-12-13,12018
4-12-13,11960
3-12-13,11830
2-12-13,11946
29-11-13,11977
28-11-13,11930
27-11-13,11813
26-11-13,11765
25-11-13,11722
22-11-13,11706
21-11-13,11717
20-11-13,11631
19-11-13,11609
18-11-13,11627
15-11-13,11561
14-11-13,11546
13-11-13,11644
12-11-13,11578
11-11-13,11486
8-11-13,11404
7-11-13,11389
6-11-13,11414
4-11-13,11389
1-11-13,11354
31-10-13,11234
30-10-13,11161
29-10-13,11076
28-10-13,11018
25-10-13,11142
24-10-13,11268
23-10-13,11258
22-10-13,11341
21-10-13,11353
18-10-13,11308
17-10-13,11351
16-10-13,11316
11-10-13,11475
10-10-13,11542
9-10-13,11540
8-10-13,11538
7-10-13,11532
4-10-13,11556
3-10-13,11535
2-10-13,11568
1-10-13,11593
30-09-13,11613
27-09-13,11532
26-09-13,11573
25-09-13,11569
24-09-13,11535
23-09-13,11435
20-09-13,11352
19-09-13,11278
18-09-13,11492
17-09-13,11451
16-09-13,11423
13-09-13,11395
12-09-13,11494
11-09-13,11438
10-09-13,11180
9-09-13,11188
6-09-13,11200
5-09-13,11125
4-09-13,11093
3-09-13,10983
2-09-13,10922
30-08-13,10924
29-08-13,10936
28-08-13,10950
27-08-13,10883
26-08-13,10841
23-08-13,10848
22-08-13,10795
21-08-13,10723
20-08-13,10504
19-08-13,10451
16-08-13,10392
15-08-13,10318
14-08-13,10297
13-08-13,10292
12-08-13,10287
2-08-13,10286
1-08-13,10288
31-07-13,10278
30-07-13,10277
29-07-13,10270
26-07-13,10265
25-07-13,10263
24-07-13,10262
23-07-13,10222
22-07-13,10068
19-07-13,10070
18-07-13,10059
17-07-13,10040
16-07-13,10036
15-07-13,10024
12-07-13,9980
11-07-13,9979
10-07-13,9970
9-07-13,9960
8-07-13,9960
5-07-13,9945
4-07-13,9945
3-07-13,9941
2-07-13,9940
1-07-13,9934
28-06-13,9929
27-06-13,9937
26-06-13,9939
25-06-13,9948
24-06-13,9931
21-06-13,9960
20-06-13,9927
19-06-13,9910
18-06-13,9918
17-06-13,9881
14-06-13,9886
13-06-13,9887
12-06-13,9856
11-06-13,9821
10-06-13,9806
7-06-13,9790
5-06-13,9807
4-06-13,9805
3-06-13,9811
31-05-13,9802
30-05-13,9811
29-05-13,9810
28-05-13,9810
27-05-13,9792
24-05-13,9772
23-05-13,9774
22-05-13,9765
21-05-13,9765
20-05-13,9760
